-----------------------------------------------------
| DataSource          0GL_ACCOUNT_T011_HIER         |
| Struktur            DTFIGL_HIERNODE               |
-----------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|ID(NODEI|InfoObject(IOBJNM)            |Node name(NODENAME)             |Le|L|Parent I|Child ID|Next ID(|Valid from|To(DATETO)|I|Field(FIELDNM)                |Chrt|G/L acct(S|S|(|
|     218|0HIER_NODE                    |GKR 1044000/22                  | 5| |     207|     219|     229|          |          | |NODENAME                      |    |          | |1|
|     219|0GL_ACCOUNT                   |GKR 0000113100                  | 6| |     218|        |     220|          |          | |SAKNR                         |GKR |113100    | | |
|     220|0GL_ACCOUNT                   |GKR 0000113101                  | 6| |     218|        |     221|          |          | |SAKNR                         |GKR |113101    | | |
|     221|0GL_ACCOUNT                   |GKR 0000113102                  | 6| |     218|        |     222|          |          | |SAKNR                         |GKR |113102    | | |
|     222|0GL_ACCOUNT                   |GKR 0000113103                  | 6| |     218|        |     223|          |          | |SAKNR                         |GKR |113103    | | |
|     223|0GL_ACCOUNT                   |GKR 0000113104                  | 6| |     218|        |     224|          |          | |SAKNR                         |GKR |113104    | | |
|     224|0GL_ACCOUNT                   |GKR 0000113105                  | 6| |     218|        |     225|          |          | |SAKNR                         |GKR |113105    | | |
|     225|0GL_ACCOUNT                   |GKR 0000113108                  | 6| |     218|        |     226|          |          | |SAKNR                         |GKR |113108    | | |
|     226|0GL_ACCOUNT                   |GKR 0000113113                  | 6| |     218|        |     227|          |          | |SAKNR                         |GKR |113113    | | |
|     227|0GL_ACCOUNT                   |GKR 0000113150                  | 6| |     218|        |     228|          |          | |SAKNR                         |GKR |113150    | | |
|     228|0GL_ACCOUNT                   |GKR 0000113160                  | 6| |     218|        |        |          |          | |SAKNR                         |GKR |113160    | | |
|     229|0HIER_NODE                    |GKR 1044000/23                  | 5| |     207|     230|        |          |          | |NODENAME                      |    |          | |1|
|     230|0GL_ACCOUNT                   |GKR 0000113200                  | 6| |     229|        |     231|          |          | |SAKNR                         |GKR |113200    | | |
|     231|0GL_ACCOUNT                   |GKR 0000113201                  | 6| |     229|        |     232|          |          | |SAKNR                         |GKR |113201    | | |
|     232|0GL_ACCOUNT                   |GKR 0000113202                  | 6| |     229|        |     233|          |          | |SAKNR                         |GKR |113202    | | |
|     233|0GL_ACCOUNT                   |GKR 0000113203                  | 6| |     229|        |     234|          |          | |SAKNR                         |GKR |113203    | | |
|     234|0GL_ACCOUNT                   |GKR 0000113204                  | 6| |     229|        |     235|          |          | |SAKNR                         |GKR |113204    | | |
|     235|0GL_ACCOUNT                   |GKR 0000113205                  | 6| |     229|        |     236|          |          | |SAKNR                         |GKR |113205    | | |
|     236|0GL_ACCOUNT                   |GKR 0000113208                  | 6| |     229|        |     237|          |          | |SAKNR                         |GKR |113208    | | |
|     237|0GL_ACCOUNT                   |GKR 0000113213                  | 6| |     229|        |        |          |          | |SAKNR                         |GKR |113213    | | |
|     238|0HIER_NODE                    |GKR 1050000                     | 3| |       2|     239|     240|          |          | |NODENAME                      |    |          | | |
|     239|0GL_ACCOUNT                   |GKR 0000091000                  | 4| |     238|        |        |          |          | |SAKNR                         |GKR |91000     | | |
|     240|0HIER_NODE                    |GKR 1060000                     | 3| |       2|     241|     245|          |          | |NODENAME                      |    |          | | |
|     241|0HIER_NODE                    |GKR 1061000                     | 4| |     240|     242|     243|          |          | |NODENAME                      |    |          | | |
|     242|0GL_ACCOUNT                   |GKR 0000095000                  | 5| |     241|        |        |          |          | |SAKNR                         |GKR |95000     | | |
|     243|0HIER_NODE                    |GKR 1062000                     | 4| |     240|     244|        |          |          | |NODENAME                      |    |          | | |
|     244|0GL_ACCOUNT                   |GKR 0000098000                  | 5| |     243|        |        |          |          | |SAKNR                         |GKR |98000     | | |
|     245|0HIER_NODE                    |GKR 1070000                     | 3| |       2|     246|        |          |          | |NODENAME                      |    |          | | |
|     246|0GL_ACCOUNT                   |GKR 0000950000                  | 4| |     245|        |        |          |          | |SAKNR                         |GKR |950000    | | |
|     247|0HIER_NODE                    |GKR 2000000                     | 2| |       1|     248|     468|          |          | |NODENAME                      |    |          | | |
|     248|0HIER_NODE                    |GKR 2010000                     | 3| |     247|     249|     265|          |          | |NODENAME                      |    |          | | |
|     249|0HIER_NODE                    |GKR 2011000                     | 4| |     248|     250|     251|          |          | |NODENAME                      |    |          | | |
|     250|0GL_ACCOUNT                   |GKR 0000070000                  | 5| |     249|        |        |          |          | |SAKNR                         |GKR |70000     | | |
|     251|0HIER_NODE                    |GKR 2012000                     | 4| |     248|     252|     253|          |          | |NODENAME                      |    |          | | |
|     252|0GL_ACCOUNT                   |GKR 0000071000                  | 5| |     251|        |        |          |          | |SAKNR                         |GKR |71000     | | |
|     253|0HIER_NODE                    |GKR 2013000                     | 4| |     248|     254|     262|          |          | |NODENAME                      |    |          | | |
|     254|0HIER_NODE                    |GKR 2013010                     | 5| |     253|     255|     256|          |          | |NODENAME                      |    |          | | |
|     255|0GL_ACCOUNT                   |GKR 0000072000                  | 6| |     254|        |        |          |          | |SAKNR                         |GKR |72000     | | |
|     256|0HIER_NODE                    |GKR 2013020                     | 5| |     253|     257|     258|          |          | |NODENAME                      |    |          | | |
|     257|0GL_ACCOUNT                   |GKR 0000073000                  | 6| |     256|        |        |          |          | |SAKNR                         |GKR |73000     | | |
|     258|0HIER_NODE                    |GKR 2013030                     | 5| |     253|     259|     260|          |          | |NODENAME                      |    |          | | |
|     259|0GL_ACCOUNT                   |GKR 0000074000                  | 6| |     258|        |        |          |          | |SAKNR                         |GKR |74000     | | |
|     260|0HIER_NODE                    |GKR 2013040                     | 5| |     253|     261|        |          |          | |NODENAME                      |    |          | | |
|     261|0GL_ACCOUNT                   |GKR 0000075000                  | 6| |     260|        |        |          |          | |SAKNR                         |GKR |75000     | | |
|     262|0HIER_NODE                    |GKR 2014000                     | 4| |     248|        |     263|          |          | |NODENAME                      |    |          | | |
|     263|0HIER_NODE                    |GKR 2015000                     | 4| |     248|     264|        |          |          | |NODENAME                      |    |          | | |
|     264|0GL_ACCOUNT                   |GKR 0000960000                  | 5| |     263|        |        |          |          | |SAKNR                         |GKR |960000    | | |
|     265|0HIER_NODE                    |GKR 2020000                     | 3| |     247|     266|     280|          |          | |NODENAME                      |    |          | | |
|     266|0HIER_NODE                    |GKR 2021000                     | 4| |     265|     267|     276|          |          | |NODENAME                      |    |          | | |
|     267|0GL_ACCOUNT                   |GKR 0000078000                  | 5| |     266|        |     268|          |          | |SAKNR                         |GKR |78000     | | |
|     268|0GL_ACCOUNT                   |GKR 0000078001                  | 5| |     266|        |     269|          |          | |SAKNR                         |GKR |78001     | | |
|     269|0GL_ACCOUNT                   |GKR 0000078002                  | 5| |     266|        |     270|          |          | |SAKNR                         |GKR |78002     | | |
|     270|0GL_ACCOUNT                   |GKR 0000078003                  | 5| |     266|        |     271|          |          | |SAKNR                         |GKR |78003     | | |
|     271|0GL_ACCOUNT                   |GKR 0000078004                  | 5| |     266|        |     272|          |          | |SAKNR                         |GKR |78004     | | |
|     272|0GL_ACCOUNT                   |GKR 0000078005                  | 5| |     266|        |     273|          |          | |SAKNR                         |GKR |78005     | | |
|     273|0GL_ACCOUNT                   |GKR 0000078006                  | 5| |     266|        |     274|          |          | |SAKNR                         |GKR |78006     | | |
|     274|0GL_ACCOUNT                   |GKR 0000078009                  | 5| |     266|        |     275|          |          | |SAKNR                         |GKR |78009     | | |
|     275|0GL_ACCOUNT                   |GKR 0000078200                  | 5| |     266|        |        |          |          | |SAKNR                         |GKR |78200     | | |
|     276|0HIER_NODE                    |GKR 2022000                     | 4| |     265|     277|        |          |          | |NODENAME                      |    |          | | |
|     277|0GL_ACCOUNT                   |GKR 0000078100                  | 5| |     276|        |     278|          |          | |SAKNR                         |GKR |78100     | | |
|     278|0GL_ACCOUNT                   |GKR 0000078300                  | 5| |     276|        |     279|          |          | |SAKNR                         |GKR |78300     | | |
|     279|0GL_ACCOUNT                   |GKR 0000078310                  | 5| |     276|        |        |          |          | |SAKNR                         |GKR |78310     | | |
|     280|0HIER_NODE                    |GKR 2030000                     | 3| |     247|     281|     296|          |          | |NODENAME                      |    |          | | |
|     281|0HIER_NODE                    |GKR 2031000                     | 4| |     280|     282|     283|          |          | |NODENAME                      |    |          | | |
|     282|0GL_ACCOUNT                   |GKR 0000085000                  | 5| |     281|        |        |          |          | |SAKNR                         |GKR |85000     | | |
|     283|0HIER_NODE                    |GKR 2032000                     | 4| |     280|     284|     285|          |          | |NODENAME                      |    |          | | |
|     284|0GL_ACCOUNT                   |GKR 0000087000                  | 5| |     283|        |        |          |          | |SAKNR                         |GKR |87000     | | |
|     285|0HIER_NODE                    |GKR 2033000                     | 4| |     280|     286|     287|          |          | |NODENAME                      |    |          | | |
|     286|0GL_ACCOUNT                   |GKR 0000088000                  | 5| |     285|        |        |          |          | |SAKNR                         |GKR |88000     | | |
|     287|0HIER_NODE                    |GKR 2034000                     | 4| |     280|     288|        |          |          | |NODENAME                      |    |          | | |
|     288|0GL_ACCOUNT                   |GKR 0000089000                  | 5| |     287|        |     289|          |          | |SAKNR                         |GKR |89000     | | |
|     289|0GL_ACCOUNT                   |GKR 0000191102                  | 5| |     287|        |     290|          |          | |SAKNR                         |GKR |191102    | | |
|     290|0GL_ACCOUNT                   |GKR 0000192100                  | 5| |     287|        |     291|          |          | |SAKNR                         |GKR |192100    | | |
|     291|0GL_ACCOUNT                   |GKR 0000192200                  | 5| |     287|        |     292|          |          | |SAKNR                         |GKR |192200    | | |
|     292|0GL_ACCOUNT                   |GKR 0000192300                  | 5| |     287|        |     293|          |          | |SAKNR                         |GKR |192300    | | |
|     293|0GL_ACCOUNT                   |GKR 0000192400                  | 5| |     287|        |     294|          |          | |SAKNR                         |GKR |192400    | | |
|     294|0GL_ACCOUNT                   |GKR 0000192500                  | 5| |     287|        |     295|          |          | |SAKNR                         |GKR |192500    | | |
|     295|0GL_ACCOUNT                   |GKR 0000192600                  | 5| |     287|        |        |          |          | |SAKNR                         |GKR |192600    | | |
|     296|0HIER_NODE                    |GKR 2040000                     | 3| |     247|     297|     466|          |          | |NODENAME                      |    |          | | |
|     297|0HIER_NODE                    |GKR 2041000                     | 4| |     296|     298|     318|          |          | |NODENAME                      |    |          | | |
|     298|0HIER_NODE                    |GKR 2041010                     | 5| |     297|     299|     308|          |          | |NODENAME                      |    |          | | |
|     299|0HIER_NODE                    |GKR 2041011                     | 6| |     298|     300|     302|          |          | |NODENAME                      |    |          | | |
|     300|0GL_ACCOUNT                   |GKR 0000060110                  | 7| |     299|        |     301|          |          | |SAKNR                         |GKR |60110     | | |
|     301|0GL_ACCOUNT                   |GKR 0000060210                  | 7| |     299|        |        |          |          | |SAKNR                         |GKR |60210     | | |
|     302|0HIER_NODE                    |GKR 2041012                     | 6| |     298|     303|     305|          |          | |NODENAME                      |    |          | | |
|     303|0GL_ACCOUNT                   |GKR 0000060120                  | 7| |     302|        |     304|          |          | |SAKNR                         |GKR |60120     | | |
|     304|0GL_ACCOUNT                   |GKR 0000060220                  | 7| |     302|        |        |          |          | |SAKNR                         |GKR |60220     | | |
|     305|0HIER_NODE                    |GKR 2041013                     | 6| |     298|     306|        |          |          | |NODENAME                      |    |          | | |
|     306|0GL_ACCOUNT                   |GKR 0000060130                  | 7| |     305|        |     307|          |          | |SAKNR                         |GKR |60130     | | |
|     307|0GL_ACCOUNT                   |GKR 0000060230                  | 7| |     305|        |        |          |          | |SAKNR                         |GKR |60230     | | |
|     308|0HIER_NODE                    |GKR 2041020                     | 5| |     297|     309|        |          |          | |NODENAME                      |    |          | | |
|     309|0HIER_NODE                    |GKR 2041021                     | 6| |     308|     310|     312|          |          | |NODENAME                      |    |          | | |
|     310|0GL_ACCOUNT                   |GKR 0000060310                  | 7| |     309|        |     311|          |          | |SAKNR                         |GKR |60310     | | |
|     311|0GL_ACCOUNT                   |GKR 0000060410                  | 7| |     309|        |        |          |          | |SAKNR                         |GKR |60410     | | |
|     312|0HIER_NODE                    |GKR 2041022                     | 6| |     308|     313|     315|          |          | |NODENAME                      |    |          | | |
|     313|0GL_ACCOUNT                   |GKR 0000060320                  | 7| |     312|        |     314|          |          | |SAKNR                         |GKR |60320     | | |
|     314|0GL_ACCOUNT                   |GKR 0000060420                  | 7| |     312|        |        |          |          | |SAKNR                         |GKR |60420     | | |
|     315|0HIER_NODE                    |GKR 2041023                     | 6| |     308|     316|        |          |          | |NODENAME                      |    |          | | |
|     316|0GL_ACCOUNT                   |GKR 0000060330                  | 7| |     315|        |     317|          |          | |SAKNR                         |GKR |60330     | | |
|     317|0GL_ACCOUNT                   |GKR 0000060430                  | 7| |     315|        |        |          |          | |SAKNR                         |GKR |60430     | | |
|     318|0HIER_NODE                    |GKR 2042000                     | 4| |     296|     319|     353|          |          | |NODENAME                      |    |          | | |
|     319|0HIER_NODE                    |GKR 2042010                     | 5| |     318|     320|     347|          |          | |NODENAME                      |    |          | | |
|     320|0HIER_NODE                    |GKR 2042010/00                  | 6| |     319|     321|     323|          |          | |NODENAME                      |    |          | | |
|     321|0GL_ACCOUNT                   |GKR 0000062110                  | 7| |     320|        |     322|          |          | |SAKNR                         |GKR |62110     | | |
|     322|0GL_ACCOUNT                   |GKR 0000062210                  | 7| |     320|        |        |          |          | |SAKNR                         |GKR |62210     | | |
|     323|0HIER_NODE                    |GKR 2042010/21                  | 6| |     319|     324|     327|          |          | |NODENAME                      |    |          | |2|
|     324|0GL_ACCOUNT                   |GKR 0000110000                  | 7| |     323|        |     325|          |          | |SAKNR                         |GKR |110000    | | |
|     325|0GL_ACCOUNT                   |GKR 0000110002                  | 7| |     323|        |     326|          |          | |SAKNR                         |GKR |110002    | | |
|     326|0GL_ACCOUNT                   |GKR 0000110005                  | 7| |     323|        |        |          |          | |SAKNR                         |GKR |110005    | | |
|     327|0HIER_NODE                    |GKR 2042010/22                  | 6| |     319|     328|     338|          |          | |NODENAME                      |    |          | |2|
|     328|0GL_ACCOUNT                   |GKR 0000113100                  | 7| |     327|        |     329|          |          | |SAKNR                         |GKR |113100    | | |
|     329|0GL_ACCOUNT                   |GKR 0000113101                  | 7| |     327|        |     330|          |          | |SAKNR                         |GKR |113101    | | |
|     330|0GL_ACCOUNT                   |GKR 0000113102                  | 7| |     327|        |     331|          |          | |SAKNR                         |GKR |113102    | | |
|     331|0GL_ACCOUNT                   |GKR 0000113103                  | 7| |     327|        |     332|          |          | |SAKNR                         |GKR |113103    | | |
|     332|0GL_ACCOUNT                   |GKR 0000113104                  | 7| |     327|        |     333|          |          | |SAKNR                         |GKR |113104    | | |
|     333|0GL_ACCOUNT                   |GKR 0000113105                  | 7| |     327|        |     334|          |          | |SAKNR                         |GKR |113105    | | |
|     334|0GL_ACCOUNT                   |GKR 0000113108                  | 7| |     327|        |     335|          |          | |SAKNR                         |GKR |113108    | | |
|     335|0GL_ACCOUNT                   |GKR 0000113113                  | 7| |     327|        |     336|          |          | |SAKNR                         |GKR |113113    | | |
|     336|0GL_ACCOUNT                   |GKR 0000113150                  | 7| |     327|        |     337|          |          | |SAKNR                         |GKR |113150    | | |
|     337|0GL_ACCOUNT                   |GKR 0000113160                  | 7| |     327|        |        |          |          | |SAKNR                         |GKR |113160    | | |
|     338|0HIER_NODE                    |GKR 2042010/23                  | 6| |     319|     339|        |          |          | |NODENAME                      |    |          | |2|
|     339|0GL_ACCOUNT                   |GKR 0000113200                  | 7| |     338|        |     340|          |          | |SAKNR                         |GKR |113200    | | |
|     340|0GL_ACCOUNT                   |GKR 0000113201                  | 7| |     338|        |     341|          |          | |SAKNR                         |GKR |113201    | | |
|     341|0GL_ACCOUNT                   |GKR 0000113202                  | 7| |     338|        |     342|          |          | |SAKNR                         |GKR |113202    | | |
|     342|0GL_ACCOUNT                   |GKR 0000113203                  | 7| |     338|        |     343|          |          | |SAKNR                         |GKR |113203    | | |
|     343|0GL_ACCOUNT                   |GKR 0000113204                  | 7| |     338|        |     344|          |          | |SAKNR                         |GKR |113204    | | |
|     344|0GL_ACCOUNT                   |GKR 0000113205                  | 7| |     338|        |     345|          |          | |SAKNR                         |GKR |113205    | | |
|     345|0GL_ACCOUNT                   |GKR 0000113208                  | 7| |     338|        |     346|          |          | |SAKNR                         |GKR |113208    | | |
|     346|0GL_ACCOUNT                   |GKR 0000113213                  | 7| |     338|        |        |          |          | |SAKNR                         |GKR |113213    | | |
|     347|0HIER_NODE                    |GKR 2042020                     | 5| |     318|     348|     350|          |          | |NODENAME                      |    |          | | |
|     348|0GL_ACCOUNT                   |GKR 0000062120                  | 6| |     347|        |     349|          |          | |SAKNR                         |GKR |62120     | | |
|     349|0GL_ACCOUNT                   |GKR 0000062220                  | 6| |     347|        |        |          |          | |SAKNR                         |GKR |62220     | | |
|     350|0HIER_NODE                    |GKR 2042030                     | 5| |     318|     351|        |          |          | |NODENAME                      |    |          | | |
|     351|0GL_ACCOUNT                   |GKR 0000062130                  | 6| |     350|        |     352|          |          | |SAKNR                         |GKR |62130     | | |
|     352|0GL_ACCOUNT                   |GKR 0000062230                  | 6| |     350|        |        |          |          | |SAKNR                         |GKR |62230     | | |
|     353|0HIER_NODE                    |GKR 2043000                     | 4| |     296|     354|     362|          |          | |NODENAME                      |    |          | | |
|     354|0HIER_NODE                    |GKR 2043010                     | 5| |     353|     355|     358|          |          | |NODENAME                      |    |          | | |
|     355|0GL_ACCOUNT                   |GKR 0000170000                  | 6| |     354|        |     356|          |          | |SAKNR                         |GKR |170000    | | |
|     356|0GL_ACCOUNT                   |GKR 0000170010                  | 6| |     354|        |     357|          |          | |SAKNR                         |GKR |170010    | | |
|     357|0GL_ACCOUNT                   |GKR 0000170099                  | 6| |     354|        |        |          |          | |SAKNR                         |GKR |170099    | | |
|     358|0HIER_NODE                    |GKR 2043020                     | 5| |     353|     359|     360|          |          | |NODENAME                      |    |          | | |
|     359|0GL_ACCOUNT                   |GKR 0000170020                  | 6| |     358|        |        |          |          | |SAKNR                         |GKR |170020    | | |
|     360|0HIER_NODE                    |GKR 2043030                     | 5| |     353|     361|        |          |          | |NODENAME                      |    |          | | |
|     361|0GL_ACCOUNT                   |GKR 0000170030                  | 6| |     360|        |        |          |          | |SAKNR                         |GKR |170030    | | |
|     362|0HIER_NODE                    |GKR 2044000                     | 4| |     296|     363|     380|          |          | |NODENAME                      |    |          | | |
|     363|0HIER_NODE                    |GKR 2044010                     | 5| |     362|     364|     374|          |          | |NODENAME                      |    |          | | |
|     364|0GL_ACCOUNT                   |GKR 0000160000                  | 6| |     363|        |     365|          |          | |SAKNR                         |GKR |160000    | | |
|     365|0GL_ACCOUNT                   |GKR 0000160010                  | 6| |     363|        |     366|          |          | |SAKNR                         |GKR |160010    | | |
|     366|0GL_ACCOUNT                   |GKR 0000160099                  | 6| |     363|        |     367|          |          | |SAKNR                         |GKR |160099    | | |
|     367|0GL_ACCOUNT                   |GKR 0000161000                  | 6| |     363|        |     368|          |          | |SAKNR                         |GKR |161000    | | |
|     368|0GL_ACCOUNT                   |GKR 0000161010                  | 6| |     363|        |     369|          |          | |SAKNR                         |GKR |161010    | | |
|     369|0GL_ACCOUNT                   |GKR 0000161099                  | 6| |     363|        |     370|          |          | |SAKNR                         |GKR |161099    | | |
|     370|0GL_ACCOUNT                   |GKR 0000163100                  | 6| |     363|        |     371|          |          | |SAKNR                         |GKR |163100    | | |
|     371|0GL_ACCOUNT                   |GKR 0000169900                  | 6| |     363|        |     372|          |          | |SAKNR                         |GKR |169900    | | |
|     372|0GL_ACCOUNT                   |GKR 0000193000                  | 6| |     363|        |     373|          |          | |SAKNR                         |GKR |193000    | | |
|     373|0GL_ACCOUNT                   |GKR 0000197100                  | 6| |     363|        |        |          |          | |SAKNR                         |GKR |197100    | | |
|     374|0HIER_NODE                    |GKR 2044020                     | 5| |     362|     375|     377|          |          | |NODENAME                      |    |          | | |
|     375|0GL_ACCOUNT                   |GKR 0000160020                  | 6| |     374|        |     376|          |          | |SAKNR                         |GKR |160020    | | |
|     376|0GL_ACCOUNT                   |GKR 0000161020                  | 6| |     374|        |        |          |          | |SAKNR                         |GKR |161020    | | |
|     377|0HIER_NODE                    |GKR 2044030                     | 5| |     362|     378|        |          |          | |NODENAME                      |    |          | | |
|     378|0GL_ACCOUNT                   |GKR 0000160030                  | 6| |     377|        |     379|          |          | |SAKNR                         |GKR |160030    | | |
|     379|0GL_ACCOUNT                   |GKR 0000161030                  | 6| |     377|        |        |          |          | |SAKNR                         |GKR |161030    | | |
|     380|0HIER_NODE                    |GKR 2045000                     | 4| |     296|     381|     390|          |          | |NODENAME                      |    |          | | |
|     381|0HIER_NODE                    |GKR 2045010                     | 5| |     380|     382|     386|          |          | |NODENAME                      |    |          | | |
|     382|0GL_ACCOUNT                   |GKR 0000113106                  | 6| |     381|        |     383|          |          | |SAKNR                         |GKR |113106    | | |
|     383|0GL_ACCOUNT                   |GKR 0000113206                  | 6| |     381|        |     384|          |          | |SAKNR                         |GKR |113206    | | |
|     384|0GL_ACCOUNT                   |GKR 0000180000                  | 6| |     381|        |     385|          |          | |SAKNR                         |GKR |180000    | | |
|     385|0GL_ACCOUNT                   |GKR 0000180099                  | 6| |     381|        |        |          |          | |SAKNR                         |GKR |180099    | | |
|     386|0HIER_NODE                    |GKR 2045020                     | 5| |     380|     387|     388|          |          | |NODENAME                      |    |          | | |
|     387|0GL_ACCOUNT                   |GKR 0000180020                  | 6| |     386|        |        |          |          | |SAKNR                         |GKR |180020    | | |
|     388|0HIER_NODE                    |GKR 2045030                     | 5| |     380|     389|        |          |          | |NODENAME                      |    |          | | |
|     389|0GL_ACCOUNT                   |GKR 0000180030                  | 6| |     388|        |        |          |          | |SAKNR                         |GKR |180030    | | |
|     390|0HIER_NODE                    |GKR 2046000                     | 4| |     296|     391|     422|          |          | |NODENAME                      |    |          | | |
|     391|0HIER_NODE                    |GKR 2046010                     | 5| |     390|     392|     418|          |          | |NODENAME                      |    |          | | |
|     392|0HIER_NODE                    |GKR 2046010/12                  | 6| |     391|     393|     405|          |          | |NODENAME                      |    |          | | |
|     393|0GL_ACCOUNT                   |GKR 0000113122                  | 7| |     392|        |     394|          |          | |SAKNR                         |GKR |113122    | |2|
|     394|0GL_ACCOUNT                   |GKR 0000113222                  | 7| |     392|        |     395|          |          | |SAKNR                         |GKR |113222    | |2|
|     395|0GL_ACCOUNT                   |GKR 0000125002                  | 7| |     392|        |     396|          |          | |SAKNR                         |GKR |125002    | |2|
|     396|0GL_ACCOUNT                   |GKR 0000144002                  | 7| |     392|        |     397|          |          | |SAKNR                         |GKR |144002    | |2|
|     397|0GL_ACCOUNT                   |GKR 0000144102                  | 7| |     392|        |     398|          |          | |SAKNR                         |GKR |144102    | |2|
|     398|0GL_ACCOUNT                   |GKR 0000151102                  | 7| |     392|        |     399|          |          | |SAKNR                         |GKR |151102    | |2|
|     399|0GL_ACCOUNT                   |GKR 0000151202                  | 7| |     392|        |     400|          |          | |SAKNR                         |GKR |151202    | |2|
|     400|0GL_ACCOUNT                   |GKR 0000164002                  | 7| |     392|        |     401|          |          | |SAKNR                         |GKR |164002    | |2|
|     401|0GL_ACCOUNT                   |GKR 0000164102                  | 7| |     392|        |     402|          |          | |SAKNR                         |GKR |164102    | |2|
|     402|0GL_ACCOUNT                   |GKR 0000171002                  | 7| |     392|        |     403|          |          | |SAKNR                         |GKR |171002    | |2|
|     403|0GL_ACCOUNT                   |GKR 0000171202                  | 7| |     392|        |     404|          |          | |SAKNR                         |GKR |171202    | |2|
|     404|0GL_ACCOUNT                   |GKR 0000194002                  | 7| |     392|        |        |          |          | |SAKNR                         |GKR |194002    | |2|
|     405|0HIER_NODE                    |GKR 2046010/13                  | 6| |     391|     406|        |          |          | |NODENAME                      |    |          | | |
|     406|0GL_ACCOUNT                   |GKR 0000113123                  | 7| |     405|        |     407|          |          | |SAKNR                         |GKR |113123    | |2|
|     407|0GL_ACCOUNT                   |GKR 0000113223                  | 7| |     405|        |     408|          |          | |SAKNR                         |GKR |113223    | |2|
|     408|0GL_ACCOUNT                   |GKR 0000125003                  | 7| |     405|        |     409|          |          | |SAKNR                         |GKR |125003    | |2|
|     409|0GL_ACCOUNT                   |GKR 0000144003                  | 7| |     405|        |     410|          |          | |SAKNR                         |GKR |144003    | |2|
|     410|0GL_ACCOUNT                   |GKR 0000144103                  | 7| |     405|        |     411|          |          | |SAKNR                         |GKR |144103    | |2|
|     411|0GL_ACCOUNT                   |GKR 0000151103                  | 7| |     405|        |     412|          |          | |SAKNR                         |GKR |151103    | |2|
|     412|0GL_ACCOUNT                   |GKR 0000151203                  | 7| |     405|        |     413|          |          | |SAKNR                         |GKR |151203    | |2|
|     413|0GL_ACCOUNT                   |GKR 0000164003                  | 7| |     405|        |     414|          |          | |SAKNR                         |GKR |164003    | |2|
|     414|0GL_ACCOUNT                   |GKR 0000164103                  | 7| |     405|        |     415|          |          | |SAKNR                         |GKR |164103    | |2|
|     415|0GL_ACCOUNT                   |GKR 0000171003                  | 7| |     405|        |     416|          |          | |SAKNR                         |GKR |171003    | |2|
|     416|0GL_ACCOUNT                   |GKR 0000171203                  | 7| |     405|        |     417|          |          | |SAKNR                         |GKR |171203    | |2|
|     417|0GL_ACCOUNT                   |GKR 0000194001                  | 7| |     405|        |        |          |          | |SAKNR                         |GKR |194001    | |2|
|     418|0HIER_NODE                    |GKR 2046020                     | 5| |     390|     419|     420|          |          | |NODENAME                      |    |          | | |
|     419|0GL_ACCOUNT                   |GKR 0000164020                  | 6| |     418|        |        |          |          | |SAKNR                         |GKR |164020    | | |
|     420|0HIER_NODE                    |GKR 2046030                     | 5| |     390|     421|        |          |          | |NODENAME                      |    |          | | |
|     421|0GL_ACCOUNT                   |GKR 0000164030                  | 6| |     420|        |        |          |          | |SAKNR                         |GKR |164030    | | |
|     422|0HIER_NODE                    |GKR 2047000                     | 4| |     296|     423|     430|          |          | |NODENAME                      |    |          | | |
|     423|0HIER_NODE                    |GKR 2047010                     | 5| |     422|     424|     426|          |          | |NODENAME                      |    |          | | |
|     424|0GL_ACCOUNT                   |GKR 0000165000                  | 6| |     423|        |     425|          |          | |SAKNR                         |GKR |165000    | | |
|     425|0GL_ACCOUNT                   |GKR 0000165099                  | 6| |     423|        |        |          |          | |SAKNR                         |GKR |165099    | | |
|     426|0HIER_NODE                    |GKR 2047020                     | 5| |     422|     427|     428|          |          | |NODENAME                      |    |          | | |
|     427|0GL_ACCOUNT                   |GKR 0000165020                  | 6| |     426|        |        |          |          | |SAKNR                         |GKR |165020    | | |
|     428|0HIER_NODE                    |GKR 2047030                     | 5| |     422|     429|        |          |          | |NODENAME                      |    |          | | |
|     429|0GL_ACCOUNT                   |GKR 0000165030                  | 6| |     428|        |        |          |          | |SAKNR                         |GKR |165030    | | |
|     430|0HIER_NODE                    |GKR 2048000                     | 4| |     296|     431|        |          |          | |NODENAME                      |    |          | | |
|     431|0HIER_NODE                    |GKR 2048010                     | 5| |     430|     432|     439|          |          | |NODENAME                      |    |          | | |
|     432|0HIER_NODE                    |GKR 2048011                     | 6| |     431|     433|     435|          |          | |NODENAME                      |    |          | | |
|     433|0GL_ACCOUNT                   |GKR 0000176100                  | 7| |     432|        |     434|          |          | |SAKNR                         |GKR |176100    | | |
|     434|0GL_ACCOUNT                   |GKR 0000178100                  | 7| |     432|        |        |          |          | |SAKNR                         |GKR |178100    | | |
|     435|0HIER_NODE                    |GKR 2048012                     | 6| |     431|     436|     437|          |          | |NODENAME                      |    |          | | |
|     436|0GL_ACCOUNT                   |GKR 0000178200                  | 7| |     435|        |        |          |          | |SAKNR                         |GKR |178200    | | |
|     437|0HIER_NODE                    |GKR 2048013                     | 6| |     431|     438|        |          |          | |NODENAME                      |    |          | | |
